id,referenced_id,turn_strategy
1.3373106914394644e+18,1337204268286111747,['Hostile language']
1.337262025295102e+18,1337204268286111747,"['Humor and sarcasm', 'Hostile language']"
1.3372658326662922e+18,1337252310305681413,"['Humor and sarcasm', 'Hostile language']"
1.3373406012017828e+18,1337282528818892801,['Denouncing']
1.3372858809863946e+18,1337282528818892801,"['Pointing out hypocrisy or contradiction', 'Hostile language']"
1.3373486273254807e+18,1337282528818892801,['Denouncing']
1.3372983163301435e+18,1337282528818892801,['Denouncing']
1.3373611713898373e+18,1337308068816809991,['Denouncing']
1.3373603643008655e+18,1337308068816809991,['Denouncing']
1.3373253939096084e+18,1337308068816809991,['Denouncing']
1.3373122357404099e+18,1337308068816809991,['Denouncing']
1.3374881029532836e+18,1337453007366213632,['Hostile language']
1.3378271091511214e+18,1337774237927559173,['Hostile language']
1.3386205291509965e+18,1337812998891712513,['Presenting facts']
1.3382536799384576e+18,1337812998891712513,['Hostile language']
1.341083997145854e+18,1338348357052456960,['Hostile language']
1.3410034557045391e+18,1338348357052456960,['Presenting facts']
1.3386758396725699e+18,1338516090922573824,"['Denouncing', 'Hostile language']"
1.3461086254970593e+18,1345975338766118913,['Hostile language']
1.346299741395673e+18,1346298592735227904,['Warning of consequences']
1.3462989716444324e+18,1346298592735227904,['Hostile language']
1.3464727294410506e+18,1346364688041349121,['Humor and sarcasm']
1.3466038837709865e+18,1346494545375195140,['Hostile language']
1.3470443945584353e+18,1347001998315454465,['Pointing out hypocrisy or contradiction']
1.347983333331001e+18,1347981445734621185,['Hostile language']
1.3486352681614907e+18,1348505566491115520,['Hostile language']
1.348548154564612e+18,1348505566491115520,"['Humor and sarcasm', 'Hostile language']"
1.348855012483588e+18,1348763755832889351,"['Denouncing', 'Humor and sarcasm']"
1.348900601262973e+18,1348838240690827264,"['Pointing out hypocrisy or contradiction', 'Hostile language']"
1.3490363366996992e+18,1348895662901891072,['Hostile language']
1.3503056383127183e+18,1350053112439070720,['Hostile language']
1.3501887165061775e+18,1350053112439070720,['Humor and sarcasm']
1.3501255063021322e+18,1350053112439070720,['Humor and sarcasm']
1.3514949329057956e+18,1351159469057712130,['Hostile language']
1.351328242037244e+18,1351159469057712130,"['Humor and sarcasm', 'Hostile language']"
1.35126878347051e+18,1351159469057712130,['Hostile language']
1.351215007019774e+18,1351159469057712130,['Denouncing']
1.351213145742844e+18,1351159469057712130,['Humor and sarcasm']
1.351207446526759e+18,1351159469057712130,"['Pointing out hypocrisy or contradiction', 'Humor and sarcasm']"
1.3511740644219535e+18,1351159469057712130,['Hostile language']
1.3511644227740099e+18,1351159469057712130,['Hostile language']
1.3517392881914552e+18,1351592959456780289,['Hostile language']
1.352725847111737e+18,1352710351066865665,['Humor and sarcasm']
1.354562937000579e+18,1354429708650295300,['Hostile language']
1.3544444801334272e+18,1354429708650295300,['Presenting facts']
1.3548434527441633e+18,1354429708650295300,['Presenting facts']
1.3547373005849354e+18,1354429708650295300,"['Affiliation', 'Positive tone']"
1.3547124567325696e+18,1354429708650295300,['Hostile language']
1.3547111294324695e+18,1354429708650295300,"['Presenting facts', 'Affiliation']"
1.3547093621162762e+18,1354429708650295300,['Hostile language']
1.3545875911155016e+18,1354429708650295300,['Presenting facts']
1.354575818840748e+18,1354429708650295300,"['Presenting facts', 'Affiliation']"
1.3545699327600804e+18,1354429708650295300,['Humor and sarcasm']
1.354521711169962e+18,1354429708650295300,['Presenting facts']
1.3544999385379185e+18,1354429708650295300,"['Presenting facts', 'Affiliation']"
1.3553544814797903e+18,1355220416097259520,['Presenting facts']
1.3557881182811054e+18,1355780620346122240,"['Denouncing', 'Hostile language']"
1.3593532046061322e+18,1358559954156806145,['Denouncing']
1.3591522938751795e+18,1358559954156806145,['Denouncing']
1.4150454090142638e+18,1359150260732403712,['Presenting facts']
1.35940232457413e+18,1359150260732403712,['Presenting facts']
1.3591569849022792e+18,1359150260732403712,"['Denouncing', 'Hostile language']"
1.359402529528836e+18,1359179830902870026,['Hostile language']
1.359215622744326e+18,1359179830902870026,['Presenting facts']
1.3596635063883817e+18,1359537630325661705,['Hostile language']
1.359831557717e+18,1359549158575796228,['Denouncing']
1.361880516778074e+18,1361606004169797632,['Presenting facts']
1.3625587833109955e+18,1361807126964928512,['Presenting facts']
1.433417103290376e+18,1361924775224872961,['Denouncing']
1.3699346527948677e+18,1362258809473785859,"['Presenting facts', 'Hostile language']"
1.4007860343346176e+18,1362441227967352840,['Presenting facts']
1.3635915977247334e+18,1363578460300533763,['Humor and sarcasm']
1.3707065187111363e+18,1363883682667372548,['Presenting facts']
1.3643413284196352e+18,1364250854132502528,['Humor and sarcasm']
1.3645444920077517e+18,1364513935362252805,['Denouncing']
1.3650360445513933e+18,1364847902376538113,['Hostile language']
1.3650402812933857e+18,1364914012849373188,['Denouncing']
1.3657407431685652e+18,1364914012849373188,['Hostile language']
1.3652991531993702e+18,1365029779695575040,['Denouncing']
1.3650740069955663e+18,1365029779695575040,['Presenting facts']
1.3650454380012787e+18,1365029779695575040,['Denouncing']
1.365042846382895e+18,1365029779695575040,['Denouncing']
1.3724833784742707e+18,1372414323017052161,['Humor and sarcasm']
1.375007437305086e+18,1373244095888465921,['Presenting facts']
1.37483541656261e+18,1374829866244259841,['Presenting facts']
1.3753838861008896e+18,1375372673946112007,"['Humor and sarcasm', 'Hostile language']"
1.375383175367688e+18,1375372673946112007,['Hostile language']
1.3771519829101404e+18,1376335446729502722,['Presenting facts']
1.3765449900173763e+18,1376534635618963459,['Presenting facts']
1.3767658196699914e+18,1376534635618963459,['Presenting facts']
1.3766701207103895e+18,1376548317354549253,['Presenting facts']
1.376583997879386e+18,1376548317354549253,['Presenting facts']
1.376805162795237e+18,1376805161478234117,['Hostile language']
1.3776955048139323e+18,1377325591456796672,['Pointing out hypocrisy or contradiction']
1.377692249157329e+18,1377325591456796672,['Hostile language']
1.3774542906258186e+18,1377325591456796672,"['Humor and sarcasm', 'Hostile language']"
1.3773683301059338e+18,1377325591456796672,['Hostile language']
1.3773284888483676e+18,1377325591456796672,"['Denouncing', 'Presenting facts']"
1.3774425496951808e+18,1377327656585281542,['Humor and sarcasm']
1.377333993360613e+18,1377327656585281542,['Presenting facts']
1.388372038134403e+18,1388286582147403781,['Pointing out hypocrisy or contradiction']
1.388298868102779e+18,1388286582147403781,['Presenting facts']
1.3885839966915174e+18,1388514230773633024,['Hostile language']
1.3885198021011907e+18,1388514230773633024,['Denouncing']
1.3920161255133263e+18,1388621779250393096,"['Humor and sarcasm', 'Hostile language']"
1.3886392199086367e+18,1388621779250393096,['Presenting facts']
1.389357611020075e+18,1389323040782262272,['Hostile language']
1.389360793347453e+18,1389323040782262272,['Hostile language']
1.389359272006402e+18,1389323040782262272,['Hostile language']
1.3893241795649495e+18,1389323835569225737,"['Denouncing', 'Humor and sarcasm']"
1.3893240443155003e+18,1389323835569225737,['Presenting facts']
1.389506581507752e+18,1389332672678354946,['Humor and sarcasm']
1.3893812598356255e+18,1389332672678354946,['Positive tone']
1.3893368981165916e+18,1389336266827698177,"['Denouncing', 'Hostile language']"
1.3894495946402488e+18,1389347520317333506,"['Denouncing', 'Humor and sarcasm']"
1.3893594901102671e+18,1389357435442315265,['Hostile language']
1.3893649213522084e+18,1389359991308570628,['Humor and sarcasm']
1.3893974886003384e+18,1389397214993211395,"['Humor and sarcasm', 'Hostile language']"
1.3894247100359434e+18,1389401143265144844,['Humor and sarcasm']
1.389818385643577e+18,1389693038151282695,['Presenting facts']
1.3921495969027643e+18,1392146212963422208,['Presenting facts']
1.392403162083074e+18,1392201245633490944,['Humor and sarcasm']
1.3924016796398835e+18,1392201245633490944,['Hostile language']
1.3924088193393377e+18,1392201245633490944,['Humor and sarcasm']
1.392407039222104e+18,1392201245633490944,['Counter question']
1.3924024166502932e+18,1392201245633490944,"['Denouncing', 'Presenting facts']"
1.3922775424391987e+18,1392201245633490944,['Presenting facts']
1.3922458920534095e+18,1392201245633490944,['Denouncing']
1.3922392036861297e+18,1392201245633490944,['Pointing out hypocrisy or contradiction']
1.392237502627451e+18,1392201245633490944,['Denouncing']
1.3922305859769057e+18,1392201245633490944,"['Pointing out hypocrisy or contradiction', 'Humor and sarcasm']"
1.3922900001216553e+18,1392275429570990084,['Humor and sarcasm']
1.3931559005846446e+18,1393069372466421761,"['Denouncing', 'Presenting facts']"
1.3956722852526203e+18,1395666661831753728,"['Denouncing', 'Pointing out hypocrisy or contradiction']"
1.399697625574789e+18,1399695681250631686,['Presenting facts']
1.3998411769377628e+18,1399823185017774089,['Presenting facts']
1.3998403678858363e+18,1399823185017774089,['Presenting facts']
1.3998538041121997e+18,1399846255006715904,['Denouncing']
1.4007313175961969e+18,1400726266681069571,"['Denouncing', 'Pointing out hypocrisy or contradiction']"
1.4010361957699827e+18,1400726266681069571,"['Denouncing', 'Presenting facts']"
1.4009809359993774e+18,1400971805305753604,"['Denouncing', 'Presenting facts']"
1.4010162754558116e+18,1400971805305753604,['Hostile language']
1.4085673068845752e+18,1408432018686361601,"['Denouncing', 'Hostile language']"
1.4085103234690007e+18,1408432018686361601,"['Denouncing', 'Humor and sarcasm']"
1.4084606316704113e+18,1408432018686361601,['Hostile language']
1.4087867085445038e+18,1408432018686361601,['Hostile language']
1.4086017012638556e+18,1408432018686361601,['Denouncing']
1.4085874838187745e+18,1408432018686361601,['Hostile language']
1.408569950114136e+18,1408432018686361601,['Presenting facts']
1.4085239709247567e+18,1408432018686361601,"['Pointing out hypocrisy or contradiction', 'Humor and sarcasm']"
1.408486579723776e+18,1408432018686361601,['Affiliation']
1.4084777768736768e+18,1408432018686361601,['Hostile language']
1.408477120674689e+18,1408432018686361601,['Denouncing']
1.408435461450838e+18,1408432018686361601,['Hostile language']
1.4111713604166656e+18,1410951988368613382,['Presenting facts']
1.41106089119019e+18,1410951988368613382,['Presenting facts']
1.411039430123602e+18,1410951988368613382,['Denouncing']
1.4109955155175424e+18,1410951988368613382,"['Denouncing', 'Presenting facts']"
1.4144657622244431e+18,1410999263916707843,['Hostile language']
1.4110886472359854e+18,1411084666153603078,['Presenting facts']
1.3457816284597412e+18,1345713347371687936,['Denouncing']
1.345756544823128e+18,1345756190572240898,['Hostile language']
1.3458639735230915e+18,1345855358355574788,['Humor and sarcasm']
1.3367088640335667e+18,1336114141233250304,['Hostile language']
1.3374195387496653e+18,1336131969659203584,['Denouncing']
1.3379798273752556e+18,1336247761612677125,['Presenting facts']
1.3365033501337313e+18,1336341697433915392,['Hostile language']
1.3364839335468933e+18,1336341697433915392,['Denouncing']
1.3369218719425536e+18,1336920548807471104,['Hostile language']
1.3370290193222124e+18,1337007892470394881,['Denouncing']
1.3370251678941307e+18,1337007892470394881,['Denouncing']
1.3370273467386634e+18,1337007892470394881,"['Denouncing', 'Presenting facts']"
1.337041760048935e+18,1337007892470394881,['Denouncing']
1.337050734282629e+18,1337007892470394881,['Denouncing']
1.33740411572344e+18,1337007892470394881,['Pointing out hypocrisy or contradiction']
1.3370224889754378e+18,1337007892470394881,"['Pointing out hypocrisy or contradiction', 'Humor and sarcasm']"
1.3370209354094592e+18,1337007892470394881,['Denouncing']
1.337019391330939e+18,1337007892470394881,['Denouncing']
1.3370192082411233e+18,1337007892470394881,['Humor and sarcasm']
1.3370182289467187e+18,1337007892470394881,"['Denouncing', 'Counter question']"
1.3370514853985608e+18,1337007892470394881,['Denouncing']
1.3373476626354708e+18,1337007892470394881,['Presenting facts']
1.337261432501629e+18,1337007892470394881,"['Presenting facts', 'Humor and sarcasm']"
1.3370250044421038e+18,1337007892470394881,"['Humor and sarcasm', 'Hostile language']"
1.3370198959098552e+18,1337007892470394881,['Denouncing']
1.3370283882808197e+18,1337007892470394881,['Pointing out hypocrisy or contradiction']
1.3370599440346767e+18,1337007892470394881,"['Denouncing', 'Presenting facts']"
1.3373015325980385e+18,1337007892470394881,['Denouncing']
1.3372517749363302e+18,1337007892470394881,['Denouncing']
1.3370554617287188e+18,1337007892470394881,['Denouncing']
1.3371599968371384e+18,1337007892470394881,['Denouncing']
1.337148096480997e+18,1337007892470394881,['Humor and sarcasm']
1.337141527706022e+18,1337007892470394881,"['Denouncing', 'Pointing out hypocrisy or contradiction']"
1.3371372281165292e+18,1337007892470394881,"['Denouncing', 'Pointing out hypocrisy or contradiction']"
1.3371195062217073e+18,1337007892470394881,['Denouncing']
1.3371098251221606e+18,1337007892470394881,"['Pointing out hypocrisy or contradiction', 'Presenting facts']"
1.337079827833217e+18,1337007892470394881,['Hostile language']
1.3370989771336783e+18,1337007892470394881,['Denouncing']
1.3370705217380147e+18,1337007892470394881,['Denouncing']
1.3370795884349317e+18,1337007892470394881,['Denouncing']
1.3370662412032983e+18,1337007892470394881,['Hostile language']
1.3370809994449633e+18,1337007892470394881,['Counter question']
1.3370855059686807e+18,1337007892470394881,['Denouncing']
1.3370881807015813e+18,1337007892470394881,"['Denouncing', 'Pointing out hypocrisy or contradiction']"
1.3371056886911508e+18,1337007892470394881,['Denouncing']
1.338102653679784e+18,1337007892470394881,"['Pointing out hypocrisy or contradiction', 'Hostile language']"
1.3374659961735782e+18,1337007892470394881,['Hostile language']
1.3370819422699438e+18,1337007892470394881,"['Humor and sarcasm', 'Hostile language']"
1.337265343102849e+18,1337007892470394881,"['Humor and sarcasm', 'Hostile language']"
1.3370195609653985e+18,1337007892470394881,['Presenting facts']
1.3370350687039567e+18,1337007892470394881,"['Denouncing', 'Hostile language']"
1.3371230674584166e+18,1337007892470394881,['Hostile language']
1.3370648821858427e+18,1337007892470394881,['Denouncing']
1.3373075326168433e+18,1337032226647797762,['Denouncing']
1.3373005232009503e+18,1337032226647797762,['Presenting facts']
1.3370395943789486e+18,1337032226647797762,['Humor and sarcasm']
1.3372802213519155e+18,1337032226647797762,"['Humor and sarcasm', 'Affiliation']"
1.337035016111526e+18,1337032226647797762,"['Denouncing', 'Humor and sarcasm']"
1.3398798945373512e+18,1337063938639409153,['Presenting facts']
1.3371346875050148e+18,1337063938639409153,"['Denouncing', 'Affiliation']"
1.337133165731836e+18,1337063938639409153,['Denouncing']
1.3370684464383468e+18,1337063938639409153,['Denouncing']
1.3372725169983567e+18,1337063938639409153,['Denouncing']
1.337096084351496e+18,1337063938639409153,['Hostile language']
1.3374938375356987e+18,1337063938639409153,['Presenting facts']
1.3372531560115855e+18,1337063938639409153,['Denouncing']
1.3371200025840394e+18,1337063938639409153,"['Denouncing', 'Presenting facts']"
1.3371142717345175e+18,1337063938639409153,"['Denouncing', 'Presenting facts']"
1.3371745903013683e+18,1337063938639409153,['Denouncing']
1.3373435326931187e+18,1337063938639409153,['Denouncing']
1.337108111459557e+18,1337063938639409153,"['Hostile language', 'Affiliation']"
1.3371091949992755e+18,1337063938639409153,"['Pointing out hypocrisy or contradiction', 'Counter question']"
1.3371172051257958e+18,1337063938639409153,"['Denouncing', 'Hostile language']"
1.3370696930526126e+18,1337063938639409153,['Denouncing']
1.337254939400282e+18,1337063938639409153,"['Denouncing', 'Humor and sarcasm']"
1.337077682870358e+18,1337063938639409153,"['Denouncing', 'Hostile language']"
1.3372576027665285e+18,1337063938639409153,['Humor and sarcasm']
1.3371309235240387e+18,1337063938639409153,"['Denouncing', 'Humor and sarcasm']"
1.3375062123892613e+18,1337063938639409153,['Presenting facts']
1.337091445719769e+18,1337063938639409153,['Denouncing']
1.337068090354438e+18,1337063938639409153,['Presenting facts']
1.3371057430828933e+18,1337063938639409153,['Denouncing']
1.3372433943478515e+18,1337063938639409153,['Denouncing']
1.3380431825259028e+18,1337063938639409153,['Denouncing']
1.337725021502976e+18,1337063938639409153,['Denouncing']
1.33715375070899e+18,1337063938639409153,['Denouncing']
1.3370856736779835e+18,1337063938639409153,"['Pointing out hypocrisy or contradiction', 'Presenting facts']"
1.3374191101714964e+18,1337063938639409153,['Denouncing']
1.3373955115156357e+18,1337063938639409153,['Presenting facts']
1.3372786541502915e+18,1337063938639409153,"['Denouncing', 'Pointing out hypocrisy or contradiction']"
1.337362941088174e+18,1337063938639409153,"['Presenting facts', 'Humor and sarcasm']"
1.3371098202945083e+18,1337063938639409153,['Denouncing']
1.3370907230537605e+18,1337063938639409153,['Denouncing']
1.3370781838170604e+18,1337063938639409153,['Hostile language']
1.3370935980226028e+18,1337063938639409153,"['Denouncing', 'Hostile language']"
1.337267458013618e+18,1337063938639409153,['Denouncing']
1.337256009304322e+18,1337063938639409153,['Denouncing']
1.3370768399242404e+18,1337063938639409153,['Hostile language']
1.3371220941240443e+18,1337063938639409153,['Hostile language']
1.3373204343799726e+18,1337063938639409153,['Hostile language']
1.3371125503166505e+18,1337063938639409153,['Hostile language']
1.3372766910439875e+18,1337063938639409153,['Denouncing']
1.3372892534123356e+18,1337063938639409153,"['Denouncing', 'Hostile language']"
1.3372344917279007e+18,1337063938639409153,['Denouncing']
1.337116059107799e+18,1337063938639409153,['Denouncing']
1.3371086502388613e+18,1337063938639409153,['Hostile language']
1.3371077839263744e+18,1337063938639409153,['Denouncing']
1.3373268149774623e+18,1337063938639409153,"['Denouncing', 'Pointing out hypocrisy or contradiction']"
1.3370804185547448e+18,1337063938639409153,"['Denouncing', 'Pointing out hypocrisy or contradiction']"
1.337143300353106e+18,1337063938639409153,"['Denouncing', 'Presenting facts']"
1.3371478116626186e+18,1337063938639409153,['Denouncing']
1.337256676680999e+18,1337063938639409153,['Denouncing']
1.3372446946953052e+18,1337063938639409153,['Denouncing']
1.3372373734118564e+18,1337063938639409153,['Denouncing']
1.3372362066068357e+18,1337063938639409153,['Denouncing']
1.3372208737706353e+18,1337063938639409153,"['Denouncing', 'Humor and sarcasm']"
1.3372071675066737e+18,1337063938639409153,"['Pointing out hypocrisy or contradiction', 'Presenting facts']"
1.337206950682108e+18,1337063938639409153,"['Denouncing', 'Presenting facts']"
1.3372011714638602e+18,1337063938639409153,['Presenting facts']
1.3371117281701478e+18,1337063938639409153,"['Denouncing', 'Pointing out hypocrisy or contradiction']"
1.3370822044306675e+18,1337063938639409153,"['Denouncing', 'Hostile language']"
1.3370883544757166e+18,1337063938639409153,['Denouncing']
1.3370884885508833e+18,1337063938639409153,['Denouncing']
1.3370885816015503e+18,1337063938639409153,['Denouncing']
1.3371012891808522e+18,1337063938639409153,"['Pointing out hypocrisy or contradiction', 'Presenting facts']"
1.3371014692213432e+18,1337063938639409153,"['Denouncing', 'Hostile language']"
1.337101539031343e+18,1337063938639409153,['Denouncing']
1.3370768947983852e+18,1337063938639409153,['Presenting facts']
1.3371144772428308e+18,1337063938639409153,"['Denouncing', 'Presenting facts']"
1.3371099608749793e+18,1337063938639409153,['Denouncing']
1.3371057491813947e+18,1337063938639409153,['Hostile language']
1.3370690763556247e+18,1337063938639409153,['Denouncing']
1.3370709860306903e+18,1337063938639409153,['Denouncing']
1.3370753023553083e+18,1337063938639409153,"['Pointing out hypocrisy or contradiction', 'Presenting facts']"
1.3370733562108355e+18,1337063938639409153,['Denouncing']
1.3374115637377802e+18,1337063941005062144,['Hostile language']
1.337086601059557e+18,1337063941005062144,['Denouncing']
1.3370829597073777e+18,1337063941005062144,['Presenting facts']
1.3370667048500675e+18,1337063941005062144,['Humor and sarcasm']
1.3370800211822428e+18,1337063941005062144,['Pointing out hypocrisy or contradiction']
1.337070861145297e+18,1337063941005062144,"['Presenting facts', 'Hostile language']"
1.3370682146065859e+18,1337063941005062144,['Presenting facts']
1.3370668105590497e+18,1337063941005062144,['Presenting facts']
1.3371334963101164e+18,1337063941005062144,"['Presenting facts', 'Hostile language']"
1.3370689951078195e+18,1337063941005062144,"['Pointing out hypocrisy or contradiction', 'Presenting facts']"
1.3370664392206213e+18,1337063941005062144,['Presenting facts']
1.337066710189437e+18,1337063941005062144,['Denouncing']
1.337405079008256e+18,1337063941005062144,['Denouncing']
1.337290476152615e+18,1337063941005062144,['Denouncing']
1.3371270637241016e+18,1337063941005062144,"['Denouncing', 'Humor and sarcasm']"
1.3370668756085924e+18,1337063941005062144,"['Denouncing', 'Pointing out hypocrisy or contradiction']"
1.33706558072628e+18,1337063941005062144,"['Pointing out hypocrisy or contradiction', 'Presenting facts']"
1.3371243272050688e+18,1337063941005062144,['Denouncing']
1.3371023204637327e+18,1337063941005062144,"['Denouncing', 'Hostile language']"
1.3371125751468564e+18,1337063941005062144,"['Denouncing', 'Presenting facts']"
1.3370852904066826e+18,1337063941005062144,['Presenting facts']
1.337064640493318e+18,1337063941005062144,['Denouncing']
1.337084785857081e+18,1337063941005062144,"['Denouncing', 'Presenting facts']"
1.337073034742657e+18,1337063941005062144,['Denouncing']
1.3370696866856223e+18,1337063941005062144,['Denouncing']
1.3370666093038264e+18,1337063941005062144,['Denouncing']
1.3371728129691525e+18,1337085418773295109,['Denouncing']
1.3371706777748234e+18,1337085418773295109,['Presenting facts']
1.3371151547529544e+18,1337090218923446272,"['Pointing out hypocrisy or contradiction', 'Presenting facts']"
1.337094347796271e+18,1337090218923446272,['Presenting facts']
1.340054310776922e+18,1337090218923446272,['Denouncing']
1.3370916094947533e+18,1337090218923446272,"['Denouncing', 'Humor and sarcasm']"
1.3370971899112653e+18,1337090218923446272,['Hostile language']
1.3377735066170737e+18,1337693676127006723,"['Denouncing', 'Presenting facts']"
1.3377316741557084e+18,1337693676127006723,"['Denouncing', 'Pointing out hypocrisy or contradiction']"
1.3379986500736164e+18,1337743525618790400,"['Denouncing', 'Hostile language']"
1.3377459341306798e+18,1337743525618790400,['Hostile language']
1.3377443517498327e+18,1337743525618790400,['Presenting facts']
1.3379343179897935e+18,1337743525618790400,['Denouncing']
1.3377464089889423e+18,1337743525618790400,"['Denouncing', 'Pointing out hypocrisy or contradiction']"
1.3383089812452844e+18,1337743525618790400,['Denouncing']
1.337747146532012e+18,1337743525618790400,"['Denouncing', 'Pointing out hypocrisy or contradiction']"
1.337753417377337e+18,1337743525618790400,"['Humor and sarcasm', 'Hostile language']"
1.3377559474947315e+18,1337743525618790400,['Hostile language']
1.3378623054140785e+18,1337743525618790400,['Hostile language']
1.338114171091632e+18,1337743525618790400,['Denouncing']
1.337795530789798e+18,1337743525618790400,['Hostile language']
1.3377907481215836e+18,1337743525618790400,['Affiliation']
1.3377484573107036e+18,1337743525618790400,['Hostile language']
1.3377457511123722e+18,1337743525618790400,['Denouncing']
1.3377487226467205e+18,1337743525618790400,['Denouncing']
1.337818778478973e+18,1337743525618790400,"['Pointing out hypocrisy or contradiction', 'Presenting facts']"
1.337808736514093e+18,1337743525618790400,"['Presenting facts', 'Positive tone']"
1.337794849358164e+18,1337743525618790400,"['Denouncing', 'Humor and sarcasm']"
1.3377944552906547e+18,1337743525618790400,"['Hostile language', 'Affiliation']"
1.3377918100564132e+18,1337743525618790400,"['Humor and sarcasm', 'Hostile language']"
1.3377485052685148e+18,1337743525618790400,['Presenting facts']
1.3377630443870003e+18,1337743525618790400,"['Denouncing', 'Hostile language']"
1.3377910723370762e+18,1337743525618790400,"['Denouncing', 'Presenting facts']"
1.3377629742038423e+18,1337743525618790400,"['Denouncing', 'Warning of consequences']"
1.337749042537902e+18,1337743525618790400,"['Denouncing', 'Humor and sarcasm']"
1.3377496181220803e+18,1337743525618790400,['Humor and sarcasm']
1.337752852651856e+18,1337743525618790400,"['Pointing out hypocrisy or contradiction', 'Humor and sarcasm']"
1.3377791799291658e+18,1337743525618790400,['Presenting facts']
1.3377659063159316e+18,1337743525618790400,['Denouncing']
1.3377718749908746e+18,1337743525618790400,['Humor and sarcasm']
1.337771914828374e+18,1337743525618790400,['Humor and sarcasm']
1.337749090679939e+18,1337743525618790400,['Humor and sarcasm']
1.337751688116056e+18,1337743525618790400,"['Denouncing', 'Presenting facts']"
1.337779045325529e+18,1337779045325529091,['Hostile language']
1.3404182589905551e+18,1337847067331485697,['Hostile language']
1.3378571428130447e+18,1337847067331485697,['Denouncing']
1.3382051127125071e+18,1337847067331485697,['Humor and sarcasm']
1.338006224374096e+18,1337847067331485697,"['Humor and sarcasm', 'Positive tone']"
1.3379647762536366e+18,1337847067331485697,['Hostile language']
1.3382064882552873e+18,1338125817985974275,"['Pointing out hypocrisy or contradiction', 'Counter question']"
1.3382035848785467e+18,1338125817985974275,['Humor and sarcasm']
1.3381304694524764e+18,1338125817985974275,['Humor and sarcasm']
1.338234467421307e+18,1337779045325529091,['Hostile language']
1.3382338536060396e+18,1337779045325529091,"['Humor and sarcasm', 'Hostile language']"
1.3387308889983754e+18,1338265382147170304,['Denouncing']
1.3428121116936397e+18,1342622908468879368,"['Denouncing', 'Humor and sarcasm']"
1.4681298259110953e+18,1342622908468879368,['Humor and sarcasm']
1.3426232523808563e+18,1342622908468879368,['Presenting facts']
1.3426238972592783e+18,1342622908468879368,['Presenting facts']
1.3447357954632827e+18,1344635307916980225,['Hostile language']
1.3459465415219487e+18,1345740087221477378,['Presenting facts']
1.3461362068248904e+18,1346070174210945026,['Presenting facts']
1.3462249509030093e+18,1346223276427776001,['Denouncing']
1.3462325880259338e+18,1346223276427776001,"['Warning of consequences', 'Humor and sarcasm']"
1.3462252458548552e+18,1346223276427776001,"['Pointing out hypocrisy or contradiction', 'Presenting facts']"
1.3465116137933292e+18,1346438310521135107,['Presenting facts']
1.4899946742197207e+18,1346686323004825601,['Presenting facts']
1.470540289848742e+18,1346686323004825601,"['Denouncing', 'Humor and sarcasm']"
1.379355298767503e+18,1346686323004825601,['Hostile language']
1.3486330197462958e+18,1346686323004825601,['Presenting facts']
1.4272788946469396e+18,1346686323004825601,['Presenting facts']
1.426471849114968e+18,1346686323004825601,['Presenting facts']
1.4699325078564577e+18,1346686323004825601,"['Denouncing', 'Presenting facts']"
