id,reply,turn_strategy
1350888901519446017,"This is not quite accurate. While the vaccine very rarely can cause side effects, it will not cause such neurological damage as shown in the video.",['Presenting facts']
1399807096623935488,"This is false. As stated by the CDC, mRNA vaccines do not change or interact with your DNA in any way.",['Presenting facts']
1337090218923446272,"This is false. As stated by the CDC, mRNA vaccines cannot rewrite, interact with or alter genetic code in any way.",['Presenting facts']
1373052977175437314,"This is an exaggeration. The vaccine will not install microchips in your body, nor will it alter or interact with your DNA and any other genetic material in any way.",['Presenting facts']
1363706247225036800,"This is false. As stated by the CDC, the Covid 19 vaccines do not change or interact with your DNA in any way. Moreover, the high survival rate belies the low survival rates in the elderly and immuno compromised as well as the long term side effects of the virus in the general population.",['Presenting facts']
1371914111320219660,"This is not proven. While there is no evidence to claim that the Covid 19 vaccines do not cause infertility, it is highly unlikely nor is there any intuitive or biologically valid explanation to claim that they do cause infertility.",['Presenting facts']
1374520192273768451,"This is false. As stated by the CDC, the Covid 19 vaccines cannot rewrite, interact with or alter genetic code in any way.",['Presenting facts']
1345727720454582274,"This is not proven. While there is no evidence to claim that the Covid 19 vaccines do not cause infertility, it is highly unlikely nor is there any intuitive or biologically valid explanation to claim that they do cause infertility. Moreover, there is no institutional effort to regulate reproduction.",['Presenting facts']
1375202386013196292,"This is false. As stated by the CDC, the Covid 19 vaccines cannot rewrite, interact with or alter genetic code in any way. Additionally, there are no other proven methods to combat the Covid 19 virus.",['Presenting facts']
1389949033070960643,"This is untrue. While there is no evidence to claim that the Covid 19 vaccines do not cause infertility, it is highly unlikely nor is there any intuitive or biologically valid explanation to claim that they do cause infertility. Moreover, there is no evidence that Covid 19 vaccines cause cross-reactivity with syncytin.",['Presenting facts']
1373234271201206274,"This is untrue. Bill Gates does not intend to forcefully vaccinate anyone, nor does he have any workers trying to do the same.",['Presenting facts']
1391042372507684864,"This is untrue. The Covid 19 vaccine does is not an attempt at population control, genocide or intended to be a bioweapon. While there is no evidence to claim that the Covid 19 vaccines do not cause infertility, it is highly unlikely nor is there any intuitive or biologically valid explanation to claim that they do cause infertility. Finally, there is no evidence that Bill Gates created Covid 19.",['Presenting facts']
1349470887624335360,"This is false. As stated by the CDC, the Covid 19 vaccines do not change or interact with your DNA in any way.",['Presenting facts']
1373910139007344642,"This is false. Dr. Fauci was only encouraging little ones to get vaccinated, but it is not a requirement. Moreover,  the Covid 19 vaccines cannot rewrite, interact with or alter genetic code in any way. In particular they will not threaten your sense of self nor do they endanger the human species in any way.",['Presenting facts']
1359523782843629571,"This is false. As stated by the CDC, the Covid 19 vaccines do not change or interact with your DNA in any way. Moreover, the high survival rate belies the low survival rates in the elderly and immuno compromised as well as the long term side effects of the virus in the general population. Finally, while some people only have mild symptoms from Covid 19, others experience severe, debilitating illness",['Presenting facts']
1366035988980580353,"This is false. As stated by the CDC, the Covid 19 vaccines do not change or interact with your DNA in any way. Additionally, most locations allow you to dine in and/or travel even without vaccination as long as you show proof that you do not carry the Covid 19 virus.",['Presenting facts']
1359881654148431875,"This is false. As stated by the CDC, the Covid 19 vaccines do not change or interact with your DNA in any way. Finally, while it may help to have faith during trying times there is no evidence that immunity may be acquired by divine means.",['Presenting facts']
1390354438976512000,"This is false. As stated by the CDC, the Covid 19 vaccines do not change or interact with your genetic material in any way. Additionally, while big pharma may engage in unfair or predatory practices, modern medicine (when prescribed correctly) helps alleviate and heal symptoms of illness.",['Presenting facts']
1351590983020941314,"This is incorrect. As stated by the CDC, the Covid 19 vaccines do not change or interact with your DNA in any way.",['Presenting facts']
1358601256047153152,"The implication here is false and disengenuous. As stated by the CDC, the Covid 19 vaccines do not change or interact with your genetic material in any way.",['Presenting facts']
1343931287858524162,"This is untrue. As stated by the CDC, the Covid 19 vaccines do not change or interact with your genetic material in any way.",['Presenting facts']
1346131276420542465,This is inaccurate. Bill Gates is not the only person who is advocating that folks take the vaccine. Credible scientific institutions developed and advocate that we take the vaccine. Bill Gates is only one of the many influential figures who advocate that the members of the public take the vaccine.,['Presenting facts']
1371914111320219660,It is misleading that POLYSORBATE 80 is related to blood clots and heart problems as well as infertility. An expert group at the European Medicines Agency has categorized the danger of polysorbate 80 as “very low”.,['Presenting facts']
1363706247225036800,"Although the vaccine can be experimental, it does not change your DNA. Moreover, the COVID can be fatal to susceptible groups with much lower survival rate. Please stop spreading this misinformation.",['Presenting facts']
1361384571271536646,"First of all, the vaccine does not alter your DNA. Second, the survival rate can be very high for young and healthy people, but not for elders. The vaccine will be essential to them. Please do not spread this wrong information.",['Presenting facts']
1351590983020941314,The COVID vaccine does not put DNA inside you using the adenovirus vector. It works by instructing the body to produce a protein found on the surface of the corona virus. Please correct your misinformation.,['Presenting facts']
1409925097452867588,The vaccine has nothing to do with the fertility. There is no clear scientific evidence between them. Please provide detailed evidence if you want to claim like that.,['Presenting facts']
1373077639108386818,Your genes are not affected by the COVID vaccine since mRNA vaccines are not live viral vaccines and do not interfere with human DNA. You will be fine.,['Presenting facts']
1411700092399149056,There is no scientific evidence available that suggests spike proteins created in our bodies from the COVID-19 vaccines are toxic or damaging our organs. Please stop spreading misinformation.,['Presenting facts']
1360521892889833472,It is absurd to say that mRNA/DNA vaccine technology can be used as a bioweapon. The COVID vaccine does not change your DNA or genes. It is extreme to say that it is a bioweapon.,"['Denouncing', 'Presenting facts']"
1366008053494132737,This is misinformation since the COVID vaccine does not change your DNA. Please disregard this tweet.,['Presenting facts']
1400083024658661381,"The COVID vaccine is clearly not gene therapy or whatsover, since it does not affect your DNA. Please stop spreading this false information to your friends.",['Presenting facts']
1364205596824715264,"What's your scientific evidence that it is gene therapy? If you don't have it, please delete this incorrect tweet.",['Counter question']
1337059807782719496,"It is proven that it can be fatal to particular groups like elders; also, medical experts continue to assert that COVID Vaccines do not impact fertility. This tweet contains misinformation.",['Presenting facts']
1400501631876317184,What's the sources of your claims about Fauci and Bill Gates? Please do not claim these without any clear evidence.,['Counter question']
1371774267415789568,"Twitter banned your article since your claim is clearly misinformation. The vaccine is not gene therapy, it just helps your immune system.",['Presenting facts']
1358650351319044098,The claim of the doctor has not been reviewed or proved by any experts. It is a personal opinion and please stop spreading this subjective opinion like a scientific fact. ,"['Denouncing', 'Presenting facts']"
1375202386013196292,"The government is trying to help you not to get serious symptoms from the COVID. The vaccine does not change your genes or DNA, so please keep your conspriacy theory in your closet.",['Presenting facts']
1372615504393859073,Bill Gates has nothing to do with the COVID vaccine! Don't you think it will be too expensive to put nano bots to all the vaccine shots? Please be rational.,['Presenting facts']
1359113922947727361,"What's the scientific evidence of Martin's claim that it is gene therapy technology? The vaccine does not alter your genes, so it is a merely personal opinion, not a fact.",['Counter question']
1359881654148431875,Please think rationally! Your faith will not save you from the pandemic. The vaccine will help you without changing your DNA.,['Presenting facts']
1347999341407977472,"There must be other factors like nutrition or personal hygiene than just the DTP vaccine behind the girls' deaths. Moreover, that vaccine is not related to the COVID vaccine.",['Presenting facts']
1351566183301058563,"Please do not relate independent misinformation as one. For example, the COVID vaccine does not change your DNA. Please provide any evidence with your claims.","['Denouncing', 'Counter question']"
1338118322102149120,"The first and second claims are incorrect since the COVID-19 vaccination does not change your DNA nor reduce chances of conception (study suggests).
Please remove your misinformation tweet.",['Presenting facts']
1362786547406356494,"The COVID vaccine is clearly not gene therapy or whatsover, since it does not affect your DNA. Please stop spreading this false information.",['Presenting facts']
1358707293144055809,"The vaccine is effective, tested on human subjects, and a proven technique that does not change your genes, just boosting your immue system. Please correct the misinformation in your tweet.",['Presenting facts']
1347529966473388038,Bill gates has nothing to do with the COVID vaccine! Don't you think it will be too expensive to put chips to all the vaccine shots? Please be rational.,['Presenting facts']
1362826943620665352,Bill gates has nothing to do with the COVID vaccine! Don't you think it will be too expensive to put tracking devices to all the vaccine shots? Please be rational.,['Presenting facts']
1358650351319044098,The assertion that the vaccine can modify DNA is not backed up by scientific fact. Please stop spreading misinformation.,['Presenting facts']
1351317290885627904,"These vaccines have been developed for the purpose of protecting as covid-19, despite your misleading claims.",['Presenting facts']
1337779045325529091,Bill Gates did not have significant role of developing the covid vaccine or any other. Your statement has no basis in reality.,['Presenting facts']
1372962781142585350,The vaccine has been demonstrated to be safe and not be dangerous. Stop spreading misinformation.,['Presenting facts']
1395959987726274561,Your bioweapon theory has no basis in fact. That claim you are asserting is misinformation.,"['Denouncing', 'Presenting facts']"
1345757507319443457,"These vaccines are demonstrated to be safe for a general population, and have not been proven to directly cause any deaths. Please stop spreading misinformation.",['Presenting facts']
1400095719634128906,There is no evidence that alteration in DNA can be attributed to the covid-19 vaccine. Your claim is misinformation.,['Presenting facts']
1372331481142595584,There is no connection between the vaccines and gene therapy; that is misinformation.,['Presenting facts']
1373094352990392324,There is no connection between the vaccine and DNA alteration in any way. Stop spreading misinformation.,['Presenting facts']
1399807096623935488,"No altering, or even interaction, between the vaccine and human DNA has ever been proven or suggested to be true. Stop spreading misinformation please.",['Presenting facts']
1358843754166308865,"Though still experimental, the distribution of these vaccines will have a net benefit on keeping the pandemic under control.",['Presenting facts']
1365713128470814724,Your Bill Gates assertion is a conspiracy theory that is misinformation and not based on facts.,"['Denouncing', 'Presenting facts']"
1359845242787291136,"The covid-19 virus is significantly more deadly than the common cold, and the vaccine is not a type of gene therapy. Respectfully, you are spreading disinformation.","['Denouncing', 'Presenting facts']"
1374528023202992135,There is no correlation between the vaccine and physical mutation. Stop spreading misinformation.,['Presenting facts']
1391042372507684864,"All of those things you heard are misinformation and are not based in fact, and are conspiracy-rooted.",['Presenting facts']
1364044817701953538,"The vaccine does not modify your DNA in any way, or even interact with it. You are leaning towards misinformation.",['Presenting facts']
1363092777010102277,The vaccine does not alter DNA or even interact with it; you are relying on misinformation in your logic,['Presenting facts']
1359542310304952321,There is no correlation between the vaccine and gene modification. You are spreading misinformation.,['Presenting facts']
1336247761612677125,There is no evidence supporting the claim that the coronavirus vaccine alters DNA. Please stop spreading misinformation.,['Presenting facts']
1389949033070960643,There is no evidence supporting the claim that the coronvairus vaccine affects fertility. The article you posted is an only an opinion piece. Please stop spreading misinformation.,['Presenting facts']
1338118322102149120,There is no evidence supporting the claim that the coronavirus vaccine alters the DNA. Please stop spreading misinformation.,['Presenting facts']
1411776864398553089,This is a conspiracy theory. There is no evidence supporting the claim that the COVID vaccine affects fertility. Please stop spreading misinformation.,"['Denouncing', 'Presenting facts']"
1347706882123849734,There is no evidence supporting the claim that the covid vaccine affects fertility. Please stop spreading misinformation.,['Presenting facts']
1345765074657542144,There is no evidence supporting the claim that the COVID vaccine affects fertility. Please stop spreading misinformation.,['Presenting facts']
1347267145550364673,Bill Gates has nothing to do with the COVID vaccine. Please stop spreading conspiracy theories.,['Presenting facts']
1362826943620665352,"This is impossible. Please stop the misinformation. FDA officially approved the COVID-19 vaccine, and Gates can't spread anything through it.",['Presenting facts']
1344635307916980225,"This is not correct. There is no direct interaction between vaccine and gene. So, definitley, vaccine can't affect any gene.",['Presenting facts']
1345702183120089093,"This is incorrect. Covid has been always existed nearby us, and current vaccine is sufficiently verified by many experts.",['Presenting facts']
1360759891170910216,"Please stop this misinformation. Vaccine is safe, and rigorously verified similar with the other medicine.",['Presenting facts']
1373989401127129098,"This is not correct. Since Covid spread very fast, government encouraged to take the vaccine. There is no conspiracy here.",['Presenting facts']
1359542310304952321,This is incorrect. Vaccine is not working with gene. it only brings mRNA which generates protein.,['Presenting facts']
1365881974871580672,This is not correct. Vaccine just produces protein without any effect on DNA,['Presenting facts']
1407743027100192778,"Please stop this misinformation. He didn't put people in jail, and there is no relations between vaccine and gene therapy.",['Presenting facts']
1371979130170933252,"This is not correct. Since Covid spread very quickly, he strongly encourage to take vaccine. Also, vaccine has nothing do to with Gates.",['Presenting facts']
1390335859531173888,"Please stop this misinformation. Technically, vaccine cannot change your gene.",['Presenting facts']
1346365640299298817,This isn't right. FDA allowed fast tracking because Covid has spread very quickly. Vaccine and gene theray are completely different stories.,['Presenting facts']
1372962781142585350,Please stop this misinformation. Vaccine is safe and it does not change any gene.,['Presenting facts']
1362786547406356494,This is not correct. Vaccine only delivers mRNA that does not work with gene.,['Presenting facts']
1373052977175437314,Please stop this misinformation. There is no evidence about fetuses and microchips regarding vaccine.,"['Denouncing', 'Presenting facts']"
1358601256047153152,"This isn't right. European Court decided it not because vaccine is gene therapy, but because it is related to fundamental rights and liberties of humane. ",['Presenting facts']
1373365323383119875,"This is not correct. Vaccine delivers mRNA, and its goal is only generating protein.",['Presenting facts']
1359075928727572481,Please stop this misinformation. Many experts have demonstrated that vaccine is safe.,['Presenting facts']
1337025638255955968,Please stop this misinformation. Nobody proved that there is micro chip in the vaccine.,['Presenting facts']
1365437462554628097,"This is not correct. We cannot find such news. Also, no one showed this microchips in vaccine.",['Presenting facts']
1359881654148431875,This isn't right. There is no evidence in his argument. Vaccine has been strictly verfied by diverse experts.,['Presenting facts']
1374556326504894465,"Please stop this misinformation. Vaccine delivers only mRNA, and technically it cannot affect on Gene.",['Presenting facts']
1351317290885627904,"This is not correct. Officially, they specified it as vaccine for Covid.",['Presenting facts']
1374528023202992135,This is not correct. There is no relation between vaccine and microchips. ,['Presenting facts']
1359113922947727361,"This isn't right. Although vaccine delivers mRNA, it cannot influence on gene itself.",['Presenting facts']
1351590983020941314,This is not correct. Vaccine only contains mRNA which is completely different from DNA.,['Presenting facts']
1400095719634128906,"Please stop this misinformation. Vaccine cannot modify your DNA, and definitely there is no evidence about microchip.",['Presenting facts']
1337025638255955968,"No, this is false. Bill Gates is not putting microchips in the vaccine.",['Presenting facts']
1409801639670665217,"PCR tests almost never give false positive, per this article from MIT.",['Presenting facts']
1336247761612677125,"Researchers did develop the vaccine quickly, but they did not compromise quality, safety, or effectiveness. You should not beware of the vaccine.",['Presenting facts']
1360244437549527040,"No, millions of children and teens have received at least one dose of the vaccine, and the potential risks of a reaction to the vaccine are far smaller than the known complications from COVID-19 (per the CDC).",['Presenting facts']
1364205596824715264,"Sorry, but this is false. Vaccines using mRNA technology do not actually alter your genes.",['Presenting facts']
1395959987726274561,"No, US intelligence agencies have reported that SARS-CoV-2 is not a biological weapon.",['Presenting facts']
1365437462554628097,This is false. The COVID-19 vaccine does not contain any software or microchips that can track you.,['Presenting facts']
1374556326504894465,"Sorry, but in order for it to be gene therapy, the vaccine must alter your DNA (which it does not even interact with).","['Pointing out hypocrisy or contradiction', 'Presenting facts']"
1352676544704094217,This is misinformation. There is no evidence that Hank Aaron's death had anything to do with him getting the vaccine.,['Presenting facts']
1359113922947727361,This is not true. The COVID-19 vaccine is not gene therapy (it does not interact with or effect your DNA).,['Presenting facts']
1375154120106074114,"No, the goal of the vaccine is to protect you from COVID. It will not change your genetics in any way.",['Presenting facts']
1373365323383119875,The COVID-19 vaccine has been proven to be effective. It is also not true that the vaccines are gene therapy.,['Presenting facts']
1411700092399149056,There is no evidence that the spike protein in COVID-19 vaccines is cytotoxic. This is false.,['Presenting facts']
1337059807782719496,"Sorry, but multiple types of evidence point to the fact that over 350,000 deaths have resulted from COVID-19. Please check out this article for more info!",['Presenting facts']
1392068584638136320,"Hello! The vaccine actually does not alter your DNA in any way, shape, or form! Check out this source for more info on the subject.",['Presenting facts']
1365881974871580672,"Vaccinated people are far less likely to die or become severely ill with COVID than unvaccinated people. Although 98.2% of known COVID patients survive in the US, an individuals chance of survival depends on other factors, including age and pre-existing conditions.",['Presenting facts']
1407743027100192778,"The vaccine is not a gene therapy injection, as it cannot actually modify your DNA! Despite what Duterte said, health officials have said getting vaccinated for COVID-19 is voluntary.",['Presenting facts']
1373094352990392324,"There is no relation between converting to Hinduism and taking the COVID-19 vaccine. Also, it cannot alter your DNA in any way.",['Presenting facts']
1409510862558154761,The AstraZeneca COVID-19 is not approved in the US for use. The other mRNA vaccines are completely safe!,['Presenting facts']
1366035988980580353,The goal of the vaccine is to keep everyone safe from COVID-19. Federal health officials (this may differ at the state level) maintain that the vaccine is optional (even though it would benefit you and others to get it).,['Presenting facts']
1347536472145080322,"Luciferase has nothing to do with Lucifer or the devil. Also, luciferase is NOT in the vaccine -- it is only used during the testing process to measure effectiveness of the vaccine's delivery systems.",['Presenting facts']
1407787388924006401,Representatives from the FDA have already come forward saying that this study is not aligned with the current data. Check out this source for a more in-depth piece on why your article is false.,['Presenting facts']
1351317290885627904,The vaccines and boosters clearly help lower the mortality rates and risk of becoming very sick. This article from the CDC gives the specific figures.,['Presenting facts']
1400083024658661381,"This is false -- the mRNA vaccines (like Pfizer, Moderna, etc.) do NOT modify your DNA in any way. The vaccine is NOT gene therapy.",['Presenting facts']
1390354438976512000,"While the COVID-19 vaccine may make you feel sick within the first few days, it will decrease your likelihood of getting COVID-19 and lessen its symptoms.",['Presenting facts']
1410237809068326919,The vaccine is not a live attenutated vaccine and thus cannot shed. The vaccines have been tried and tested. Please don't assume and spread misinformation. ,['Presenting facts']
1361384571271536646,Please don't spread misinformation. The Pfizer vaccine doesn't alternate the DNA. It is an mRNA based vaccine that causes temporary spikes in your genes which creates immunity. Refer to the following link for more information. ,['Presenting facts']
1390059223124414470,The covid 19 vaccines aren't gene therapy. They are clinically proven and tested vaccines. Please read the information in the link,['Presenting facts']
1372615504393859073,This is a politically motivated tweet and doesn't represent the science of vaccines. Vaccines are no where to be connected to 5G technology and this myth has been debunked. ,['Presenting facts']
1400306353189576712,"The vaccine is a leap into the future as it saves lives and is aimed at curbing the global pandemic, it is not gene therapy and doesn't alter our genes. ",['Presenting facts']
1411700092399149056,multiple fact checking websites have already debunked this and taken down this falsified video. Don't believe such sources. ,['Presenting facts']
1352676544704094217,Aaron Fank's death has been due to Natural Causes and as proven by the Fulton County Medical Examiner no allergic reaction to the vaccine was involved. ,['Presenting facts']
1409925097452867588,"There are a lot of allegations against Apartheid in SA including poisoning water, but the allegation against vaccines haven't been proved yet. As far as we know, this case is still under investigation. ",['Presenting facts']
1371979130170933252,As per the article Trump has recommended the Covid 19 vaccine to the public. The covid 19 vaccine isn't gene therapy and isn't related to any conspiracy regarding Bill Gates. One must stop this pandering to rumors. ,['Presenting facts']
1346131276420542465,The covid 19 vaccine isn't developed by Bill Gates but qualified scientists from around the world. ,['Presenting facts']
1400501631876317184,"While it is true that Fauci warned about the breakout of infectious diseases, he meant about general diseases and not covid-19 in particular. Infact Bill Gates never said about the statement. ",['Presenting facts']
1395036936218284035,the fda has approved the covid 19 vaccines according to their own website,['Presenting facts']
1399664317029625860,This is a false statement. No such study has released any such statements and this has been disproven with the following link,['Presenting facts']
1372555895524229122,This is only a myth and not the truth. The quantum dye technology doesn't insert any microchips,['Presenting facts']
1359845242787291136,It has been proven time and again that the vaccine isn't gene therapy,['Presenting facts']
1366008053494132737,Covid 19 doesn't change your DNA as that would require access to the nucleas. Instead it causes protien spikes which is useful in providing immunity,['Presenting facts']
1358601256047153152,Covid 19 vaccine isn't gene therapy as it doesn't alter the gene,['Presenting facts']
1345702183120089093,The covid 19 death counts aren't inflated. You can refer to this link to understand better,['Presenting facts']
1351618808616787968,"There exists no proof that this statement is true, but it is proven that the vaccine isn't gene therapy",['Presenting facts']
1396117406423162881,The myth that the vaccine is an experimental gene therapy has been debunked!,['Presenting facts']
1337091738679332867,This statement was made by Chief Justice Mogoeng Mogoeng and doesn't have any scientific backing to it. ,['Presenting facts']
1371774267415789568,"Dr Joseph Mercola is said to have spread a lot of misinformation online, and we shouldn't trust his fact checking abilities on this topic","['Denouncing', 'Presenting facts']"
1358894841682362368,"While this was an opinion article, the WHO has just released a statement that the end is approaching and is in sight. There is no valid statement or proof to assume that covid 19 was used to depopulate. ",['Presenting facts']
1347267145550364673,The study referred by this article is a link to itself and otherwise doesn't contain any credible sources to back this claim. ,['Presenting facts']
1363706247225036800,You are incorrect. The vaccine was rigorously tested and COVID-19 poses a much greater threat than a cold.,"['Presenting facts', 'Hostile language']"
1373379986896326658,Sorry but the information you are providing is not accurate. The mRNA vaccine does not alter DNA; it generates spike proteins for immunization purposes.,['Presenting facts']
1343931287858524162,"Please stop spreading misinformation. The vaccine has been rigorously tested and it is in no way ""gene therapy.""",['Presenting facts']
1358894841682362368,"Please stop spreading misinformation. The vaccine will not ""destroy"" nor ""depopulate"" the world.",['Presenting facts']
1337059807782719496,Please stop spreading misinformation. The vaccine does not cause infertility!,['Presenting facts']
1409925097452867588,Sorry but the information you are providing is false and quite dangerous. The vaccine does not cause infertility and has nothing to do with race!,"['Denouncing', 'Presenting facts']"
1336114141233250304,Please stop spreading misinformation. The vaccine does not change DNA and Bill Gates never said that.,"['Denouncing', 'Presenting facts']"
1337779045325529091,Please stop spreading misinformation. Bill Gates has not harmed anyone.,['Presenting facts']
1400266021349568514,Please stop spreading misinformation. The vaccine is not related to cancer treatments.,['Presenting facts']
1346365640299298817,Please stop spreading misinformation. The vaccine is not experimental gene therapy.,['Presenting facts']
1338118322102149120,Please stop spreading misinformation. The vaccine does not alter DNA.,['Presenting facts']
1347536472145080322,Please stop spreading misinformation. There is no such DNA altering enzyme.,['Presenting facts']
1412065056007725057,Please stop spreading misinformation. There is no such gene therapy.,['Presenting facts']
1336247761612677125,Please stop spreading misinformation. The vaccine does not alter genes.,['Presenting facts']
1360759891170910216,Please stop spreading misinformation. The vaccine is not dangerous.,['Presenting facts']
1359523782843629571,Please stop spreading misinformation. The vaccine does not alter the gene.,['Presenting facts']
1360521892889833472,Please stop spreading misinformation. The vaccine has nothing to do with bio-warfare.,['Presenting facts']
1375085164192206855,Please stop spreading misinformation. Anthony Fauci has not lied about anything.,['Presenting facts']
1372555895524229122,Please stop spreading misinformation. The vaccine does not contain microchips.,['Presenting facts']
1359542310304952321,Please stop spreading misinformation. The vaccine is not gene therapy.,['Presenting facts']
1347106646879830016,Please stop spreading misinformation. The vaccine has nothing to do with mind control.,['Presenting facts']
1371674587910434819,Please stop spreading misinformation. The vaccine does not inject DNA.,['Presenting facts']
1364031181012918272,The vaccine has gone through various trials and does not actually alter your DNA. What you are saying is not based on any facts so please refrain from stating it as such.,['Presenting facts']
1396117406423162881,"Please avoid making such false claims, vaccines promote the creation of a ""spike protein"" which triggers your immune response.",['Presenting facts']
1411697481373523977,"Researchers have a plethora of methods they can harness in developing vaccines, in this case they instruct our cells to create a spike protein which our immune system responds to. Stating the vaccine as ""gene altering"" is dangerous as misleading so please refrain from doing so.","['Denouncing', 'Presenting facts']"
1350888901519446017,"Bill Gates has no input in the creation of the vaccines, even though he may donate to the effort. Furthermore, the vaccine has been thoroughly tested and it promotes the creation of spike proteins. Please don't spread false narratives that don't have any backing facts.",['Presenting facts']
1337779045325529091,"Gates has only donated to the research and development efforts, without any definite evidence to your claim please don't claim it as fact.",['Presenting facts']
1365437462554628097,"Please don't spread such misinformation, there is no legitimate evidence for chips in the vaccines.",['Presenting facts']
1391205642937847808,"Though vaccines can cause chills and pains, this is part of the immune response they evoke. Hopefully you start to feel better but do avoid making dangerous claims about vaccines.",['Denouncing']
1400501631876317184,"Correlation does not equate to causation, and until there is enough proof behind thhis sentiment we cannot claim it as a fact. Please don't make such leaps in judgement since it can be harmful and further spread misinformation.",['Presenting facts']
1365713128470814724,The belief that microchips are in the vaccines is a wide spread conspiracy theory which has no legitimate evidence. If we can avoid the spread of such lies we can get over this together and faster.,['Presenting facts']
1359958037679779842,"There is plenty of research material on the subject which details the working of the vaccine, such as the spike protein creation and immune response it causes. It's great that you want to know/understand the vaccine but please don't make the claim that the vaccine attacks our own cells as this has been studied and is verifiably false.",['Presenting facts']
1342517367251886081,"Please don't spread such misinformation, vaccines do not alter our DNA but promote a immune system response and has been studied and tested across many trials.",['Presenting facts']
1390335859531173888,Such comments are quite dangerous for the goal of getting over the pandemic since the vaccine actually promotes the production of spike proteins and does not impact our DNA. Please avoid making such misleading remarks.,"['Denouncing', 'Presenting facts']"
1365278818731139075,This makes a false implication that the vaccine alters our DNA with no legitimate evidence. Spreading such claims is dangerous in protecting our society.,['Denouncing']
1364044817701953538,"Spreading false narratives does not do us any favors in mitigating and recovering from this pandemic, so please avoid doing so. The vaccine leads to the creation os spike proteins which is done using mRNA, this process does not modify the DNA.",['Presenting facts']
1371914111320219660,"Creating of the fear of the vaccine is not good for our communities, however it is important to ask your doctor whether you have any prior conditions that would complicate the body's response.",['Presenting facts']
1375154120106074114,The mRNA vaccine promotes the creation of spike proteins and helps bolster our immune systems ability to respond to the virus. Such claims are quite dangerous and we should avoid spreading this false information.,['Presenting facts']
1344635307916980225,This is misinformation and is not true. The vaccine has not genetic impact and this is verified and published across various studies and research groups.,['Presenting facts']
1389006294472962049,There are no chips in the vaccine and this is a harmful conspiracy theory. Please avoid making and spreading such claims.,['Presenting facts']
1364031181012918272,"The vaccine has been thorughly tested and studied, it does not affect our DNA but helps our body's immune system respond to the virus.",['Presenting facts']
1361384571271536646,"These statements are misleading and inaccurate, the vaccines have been well studied and have gone through all trials necessary. Furthermore, the vaccine does not change our DNA, it actually works by helping our immune system respond faster to the virus.",['Presenting facts']
1407787388924006401,This is misinformation and there is little evidence suggesting the claim is true. Please avoid making such dangerous comments.,['Denouncing']
1396117406423162881,"The vaccine does not alter our genetics but uses mRNA to produce spike proteins. This process does not modify our DNA, the actual goal of the vaccine is to enable our immune system to respond to the virus if we ever contract it. Please avoid making such claims and spreading misinformation.",['Presenting facts']
1400306353189576712,"Unlike gene therapy, the vaccine does not modify or relate to our genetics. Making a false statement like this is dangerous and can mislead others.","['Denouncing', 'Presenting facts']"
